run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note,label_a,reason_a,label_b,reason_b,model_label
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,9,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,blocked,0.25,,,,0.07,0.12,0.53,0.07,System 2 click [8] (Clearing calculator to restart correct 240×15% sequence),[],click,All Clear,app://Calculator,,act,,,,False,unknown,,,wrong,blocked but All Clear on the menu can restart the task,wrong,blocked while All Clear/Clear on menu can restart the computation,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,10,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,1,0.56,1 (0.58); All Clear (0.25); 2 (0.15); Percent (0.01); Multiply (0.01),0.02,0.31,0.08,0.06,"act: operation 0.92, target 0.56",[],click,1,app://Calculator,,act,,,,False,right,,,wrong,"After recovery clear, sequence should start with 2; 1 is wrong order",right,"after All Clear recovery, 1 restarts entering 15",disagree
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,11,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,5,0.72,5 (0.73); Clear (0.12); 2 (0.09); Percent (0.05); Multiply (0.01),0.02,0.35,0.09,0.05,"act: operation 0.94, target 0.72",[],click,5,app://Calculator,,act,,,,False,right,,,wrong,Continues wrong-order entry (15 before 240),right,second digit of 15,disagree
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,12,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.96,Percent,0.64,Percent (0.66); 2 (0.16); Multiply (0.10); Clear (0.08); Delete (0.00),0.02,0.3,0.1,0.05,"act: operation 0.96, target 0.64",[],click,Percent,app://Calculator,,act,,,,False,right,,,wrong,Percent after 15 with no 240 entered; wrong order,right,15 % then multiply by 240 is a valid percent-key path,disagree
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,13,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.79,2,0.61,2 (0.63); Multiply (0.15); Equals (0.13); Clear (0.06); Percent (0.01),0.04,0.21,0.17,0.06,"act: operation 0.79, target 0.61",[],click,2,app://Calculator,,act,,,,False,right,,,wrong,Continues a wrong sequence (15% then 2) instead of clearing,wrong,after 15 % a digit replaces the value; Multiply was needed,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,14,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,0,0.56,0 (0.58); 3 (0.20); Multiply (0.07); Equals (0.05); Clear (0.04),0.03,0.21,0.13,0.06,"act: operation 0.90, target 0.56",[],click,0,app://Calculator,,act,,,,False,right,,,wrong,"0 after 2 gives 20; 240 needs 4 next, and the sequence was already wrong",wrong,"wrong digit: 240 needs 4 after 2, and no operator was entered",wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,15,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.66,Equals,0.62,Equals (0.64); Clear (0.15); Multiply (0.12); Add (0.03); Percent (0.02),0.05,0.42,0.29,0.07,"act: operation 0.66, target 0.62",[],click,Equals,app://Calculator,,System 2 click [8] (Clearing calculator before computing 240 x 15% to get 36),,,,False,right,,,wrong,Equals completes a wrong computation (15% 20),wrong,"Equals on 15%, 20 with no operator does not compute 15% of 240; Clear was better",wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,16,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,blocked,0.31,,,,0.1,0.41,0.49,0.07,System 2 click [8] (Clearing calculator before computing 240 x 15% to get 36),[],click,All Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240×15% sequence)",,,,False,unknown,,,wrong,blocked but All Clear on the menu can restart the task,wrong,blocked while All Clear/digits on menu can restart the computation,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,17,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.86,All Clear,0.8,All Clear (0.81); 1 (0.10); 2 (0.06); Equals (0.01); Multiply (0.01),0.03,0.9,0.2,0.07,"System 2 click [38] (Display is cleared at 0, starting 240×15% sequence)",[],click,2,app://Calculator,,act,,,,False,unknown,,,wrong,"Calculator was just cleared (last action All Clear); redundant clear, 2 was the next key",wrong,"calculator was just cleared; pressing All Clear again does not advance, 2 was next",wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,18,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.88,0,0.48,0 (0.50); Clear (0.17); 3 (0.12); 2 (0.09); 5 (0.04),0.02,0.57,0.13,0.06,"act: operation 0.88, target 0.48",[],click,0,app://Calculator,,retry_alternate,,,,False,right,,,wrong,"Wrong digit: after 2 the next key is 4, not 0",wrong,"wrong digit: after 2 the next digit of 240 is 4, not 0",wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,19,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.87,Multiply,0.31,1 (0.34); Clear (0.20); Multiply (0.20); Percent (0.09); Equals (0.04),0.02,0.61,0.15,0.06,retry_alternate: retry_alternate: target confidence 0.31 < 0.45; alternate 20 p=0.20 within 0.15 of chosen p=0.34,[],click,Multiply,app://Calculator,,act,,,,False,right,,,wrong,Multiply after 20 uses a wrong operand; should clear,wrong,Multiply after entering 20 (should be 240) continues a wrong operand; Clear was better,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,20,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.88,1,0.45,1 (0.47); Percent (0.25); Clear (0.13); 5 (0.10); 3 (0.04),0.02,0.5,0.1,0.05,"act: operation 0.88, target 0.45",[],click,1,app://Calculator,,act,,,,False,right,,,wrong,Continues wrong sequence 20 x 1,wrong,continues a wrong computation (20 x ...); Clear was the recovery,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,21,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,Percent,0.46,Percent (0.48); 5 (0.43); Clear (0.05); 3 (0.02); 0 (0.01),0.02,0.55,0.09,0.05,"act: operation 0.93, target 0.46",[],click,Percent,app://Calculator,,System 2 click [8] (Clearing incorrect 20x1% entry to restart 240x15% calculatio),,,,False,right,,,wrong,Percent after 20 x 1; wrong operands,wrong,percent on 20 x 1 is not 15% of 240,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,22,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.55,Equals,0.39,Equals (0.42); 5 (0.22); Clear (0.18); 3 (0.06); Percent (0.04),0.03,0.38,0.31,0.06,System 2 click [8] (Clearing incorrect 20x1% entry to restart 240x15% calculatio),[],click,Clear,app://Calculator,,act,,,,False,unknown,,,wrong,Equals completes wrong computation (20 x 1%),wrong,Equals on 20 x 1% gives wrong result; Clear was the recovery,wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,23,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,All Clear,0.84,All Clear (0.85); 2 (0.06); Equals (0.03); 5 (0.03); Percent (0.01),0.02,0.83,0.12,0.09,"act: operation 0.91, target 0.84",[],click,All Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% sequence to get )",,,,False,right,,,right,All Clear after a wrong sequence (Clear alone leaves pending op) is a reasonable recovery,right,All Clear after a wrong sequence is a reasonable recovery,right
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,24,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,All Clear,0.5,All Clear (0.52); 2 (0.44); Percent (0.01); Equals (0.01); 1 (0.01),0.02,0.9,0.12,0.07,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% sequence to get )",[],click,2,app://Calculator,,System 2 click [8] (Clearing the partial '2' entry to restart the 240 x 15% calc),,,,False,unknown,,,wrong,"Already All Cleared; redundant clear, 2 was the next key",wrong,"already cleared (Clear, All Clear); another All Clear does not advance, 2 was next",wrong
q10-native-dev-20260924,calc-percent-dual-1597c380,calc-percent,dual,25,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.81,Clear,0.43,Clear (0.45); 2 (0.27); 0 (0.17); 3 (0.03); 4 (0.02),0.02,0.88,0.14,0.07,System 2 click [8] (Clearing the partial '2' entry to restart the 240 x 15% calc),[],click,Clear,app://Calculator,,,,,,False,unknown,,,wrong,Clears a correct first digit 2 after a fresh All Clear; 4 was the next key,wrong,"2 is the correct first digit of 240; clearing it discards progress, 4 was next",wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.96,All Clear (0.96); 1 (0.03); Percent (0.01); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.06,0.1,"act: operation 0.98, target 0.96",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,Task says clear first; nothing cleared yet,right,task says clear first; All Clear clears,right
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,1,0.66,1 (0.68); All Clear (0.25); Percent (0.06); 2 (0.01); Delete (0.00),0.02,0.08,0.07,0.06,"act: operation 0.94, target 0.66",[],click,1,app://Calculator,,act,,,,False,right,,,wrong,"Sequence should start with 2 (2,4,0,Multiply,1,5,Percent,Equals); 1 is wrong order",right,starts 15 as first operand; 15 x 240 % is a valid percent-key path,disagree
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,5,0.49,5 (0.51); Clear (0.31); Percent (0.07); 2 (0.06); 3 (0.02),0.02,0.1,0.09,0.07,"act: operation 0.94, target 0.49",[],click,5,app://Calculator,,retry_alternate,,,,False,right,,,wrong,Continues wrong-order entry (15 before 240); Clear was the better recovery,right,second digit of 15,disagree
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,Multiply,0.31,Percent (0.34); Clear (0.23); Multiply (0.23); 2 (0.16); 0 (0.01),0.02,0.11,0.09,0.06,retry_alternate: retry_alternate: target confidence 0.31 < 0.45; alternate 20 p=0.23 within 0.15 of chosen p=0.34,[],click,Multiply,app://Calculator,,retry_alternate,,,,False,right,,,wrong,Multiply after 15; wrong order (240 should be first operand),right,15 x then 240 % gives 36 using the percent key,disagree
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.95,Percent,0.4,2 (0.43); Percent (0.36); Clear (0.19); 0 (0.01); 4 (0.01),0.02,0.1,0.09,0.06,retry_alternate: retry_alternate: target confidence 0.40 < 0.45; alternate 9 p=0.36 within 0.15 of chosen p=0.43,[],click,Percent,app://Calculator,,act,,,,False,right,,,wrong,Percent with no second operand after 15 x; wrong sequence,wrong,"percent after 15 x with no second operand; 2,4,0 needed first",wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,6,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.83,2,0.51,2 (0.53); Clear (0.26); Equals (0.16); Percent (0.02); 0 (0.01),0.03,0.12,0.14,0.06,"act: operation 0.83, target 0.51",[],click,2,app://Calculator,,retry_alternate,,,,False,right,,,wrong,"sequence already broken by 15,Multiply,Percent; pressing 2 extends it instead of clearing to recover",wrong,"Sequence 1,5,Multiply,Percent is already off (order should be 240 first); entering 2 continues a garbage expression instead of clearing",wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,7,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.85,Equals,0.25,0 (0.27); Equals (0.26); Clear (0.22); 3 (0.10); 4 (0.08),0.02,0.13,0.15,0.07,retry_alternate: retry_alternate: target confidence 0.25 < 0.45; alternate 50 p=0.26 within 0.15 of chosen p=0.27,[],click,Equals,app://Calculator,,act,,,,False,right,,,wrong,"Equals now computes 15 x 2, not 15 percent of 240",wrong,Equals commits a malformed expression (15 x % 2); Clear/All Clear to recover was on the menu,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,8,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.65,All Clear,0.52,All Clear (0.54); Equals (0.14); 0 (0.11); 2 (0.05); 3 (0.04),0.04,0.14,0.36,0.08,"act: operation 0.65, target 0.52",[],click,All Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 × 15% sequence)",,,,False,right,,,right,All Clear after a wrong result is a reasonable recovery,right,All Clear after a wrong sequence is a reasonable recovery,right
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,9,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.88,All Clear,0.56,All Clear (0.58); 1 (0.37); 2 (0.04); Percent (0.01); Delete (0.00),0.02,0.91,0.13,0.09,"System 2 click [38] (Display is cleared at 0, starting 240 × 15% sequence)",[],click,2,app://Calculator,,retry_alternate,,,,False,unknown,,,wrong,"calculator already all-cleared; redundant All Clear, next key 2 was on the menu",wrong,"All Clear pressed again right after All Clear; display already clear, next should be 2",wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,10,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,2,0.26,0 (0.28); 2 (0.22); Clear (0.16); 3 (0.09); 4 (0.07),0.02,0.65,0.11,0.05,retry_alternate: retry_alternate: target confidence 0.26 < 0.45; alternate 38 p=0.22 within 0.15 of chosen p=0.28,[],click,2,app://Calculator,,"System 2 click [8] (Display shows 22, need to clear before computing 15% of 240)",,,,False,right,,,wrong,"second 2 makes 22, wrong digit for 240",wrong,"Second 2 makes 22, wrong digit for 240",wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,11,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.82,Clear,0.21,Clear (0.23); 2 (0.22); 3 (0.15); 5 (0.09); 0 (0.07),0.02,0.88,0.17,0.06,"System 2 click [8] (Display shows 22, need to clear before computing 15% of 240)",[],click,Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% sequence)",,,,False,unknown,,,right,Clear after the wrong 22 is a reasonable recovery,right,Clear after the wrong entry 22 is a reasonable recovery,right
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,12,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,All Clear,0.47,All Clear (0.49); 2 (0.44); 1 (0.03); Percent (0.01); 4 (0.01),0.02,0.91,0.08,0.08,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% sequence)",[],click,2,app://Calculator,,"System 2 click [8] (Display shows 2, clearing before computing 15 percent of 240)",,,,False,unknown,,,wrong,"entry already cleared; redundant All Clear, next key 2 was on the menu",wrong,Redundant All Clear: nothing pending after Clear; should start entering 2,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,13,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.87,Clear,0.51,Clear (0.53); 2 (0.28); 1 (0.06); 0 (0.03); Percent (0.02),0.02,0.92,0.11,0.09,"System 2 click [8] (Display shows 2, clearing before computing 15 percent of 240)",[],click,Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 × 15% sequence with 2)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears a correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,14,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,2,0.46,2 (0.48); All Clear (0.43); 1 (0.05); Percent (0.02); 0 (0.01),0.02,0.93,0.09,0.09,"System 2 click [38] (Display is cleared at 0, starting 240 × 15% sequence with 2)",[],click,2,app://Calculator,,"System 2 click [27] (Display shows 2, continuing 240 entry by pressing 4)",,,,False,unknown,,,right,entry cleared; 2 starts 240,right,Display cleared; 2 starts entering 240,right
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,15,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.87,Clear,0.64,Clear (0.65); 2 (0.13); 1 (0.08); Percent (0.04); 0 (0.04),0.02,0.94,0.1,0.09,"System 2 click [27] (Display shows 2, continuing 240 entry by pressing 4)",[],click,4,app://Calculator,,"System 2 click [48] (Display shows 24, need 240 so pressing 0 to finish entry)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears the correct first digit 2 instead of continuing with 4,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,16,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.89,0,0.44,0 (0.46); Clear (0.29); Multiply (0.10); Percent (0.05); 1 (0.04),0.02,0.89,0.09,0.07,"System 2 click [48] (Display shows 24, need 240 so pressing 0 to finish entry)",[],click,0,app://Calculator,,act,,,,False,unknown,,,right,"after 2,4 the next digit of 240 is 0",right,"After 2,4 on a cleared display, 0 completes 240",right
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,17,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,Clear,0.52,Clear (0.54); Multiply (0.25); 1 (0.14); Percent (0.04); Add (0.01),0.03,0.84,0.09,0.07,"act: operation 0.92, target 0.52",[],click,Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% sequence with 2)",,,,False,right,,,wrong,240 entered; Clear erases it instead of pressing Multiply,wrong,Clears 240 when the next step is Multiply,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,18,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,All Clear,0.66,All Clear (0.67); 2 (0.18); 1 (0.09); Percent (0.04); 5 (0.01),0.02,0.91,0.11,0.08,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% sequence with 2)",[],click,2,app://Calculator,,"System 2 click [8] (Display shows 2, clearing before entering 240 x 15% sequence)",,,,False,unknown,,,wrong,"entry already cleared; redundant All Clear, next key 2 was on the menu",wrong,Redundant All Clear after Clear with no pending operation; should enter 2,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,19,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.88,Clear,0.49,Clear (0.51); 4 (0.12); 0 (0.09); 1 (0.08); 2 (0.07),0.02,0.93,0.1,0.09,"System 2 click [8] (Display shows 2, clearing before entering 240 x 15% sequence)",[],click,Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% entry with 2)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears the correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,20,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,All Clear,0.73,All Clear (0.74); 2 (0.19); 1 (0.05); Percent (0.02); Delete (0.00),0.02,0.94,0.09,0.07,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% entry with 2)",[],click,2,app://Calculator,,"System 2 click [27] (Display shows 2 as first digit of 240, continuing entry with)",,,,False,unknown,,,wrong,"entry already cleared; redundant All Clear, next key 2 was on the menu",wrong,Redundant All Clear after Clear with no pending operation; should enter 2,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,21,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,Clear,0.56,Clear (0.58); 4 (0.22); 2 (0.06); 0 (0.05); 1 (0.02),0.02,0.95,0.11,0.08,"System 2 click [27] (Display shows 2 as first digit of 240, continuing entry with)",[],click,4,app://Calculator,,"System 2 click [48] (Display shows 24, continuing 240 entry by pressing 0)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears the correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,22,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,Clear,0.48,Clear (0.50); 0 (0.45); Percent (0.02); 2 (0.01); 4 (0.01),0.02,0.93,0.08,0.07,"System 2 click [48] (Display shows 24, continuing 240 entry by pressing 0)",[],click,0,app://Calculator,,"System 2 click [20] (Display shows 240, continuing 15-percent calculation with Mu)",,,,False,unknown,,,wrong,Clear erases correct 24 instead of pressing 0,wrong,Clears correct 24 instead of pressing 0,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,23,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,Clear,0.35,Clear (0.38); Multiply (0.23); Percent (0.20); 1 (0.15); 5 (0.03),0.03,0.9,0.1,0.07,"System 2 click [20] (Display shows 240, continuing 15-percent calculation with Mu)",[],click,Multiply,app://Calculator,,"System 2 click [37] (Display shows 240x, continuing 15-percent entry with 1)",,,,False,unknown,,,wrong,240 entered; Clear erases it instead of pressing Multiply,wrong,Clears correct 240 instead of pressing Multiply,wrong
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,24,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.97,1,0.66,1 (0.67); Percent (0.18); Clear (0.11); 5 (0.02); 3 (0.01),0.02,0.85,0.08,0.06,"System 2 click [37] (Display shows 240x, continuing 15-percent entry with 1)",[],click,1,app://Calculator,,act,,,,False,unknown,,,right,240 Multiply entered; 1 starts 15,right,240 x entered; 1 begins 15,right
q10-native-dev-20260924,calc-percent-dual-6b4eae95,calc-percent,dual,25,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.97,5,0.69,5 (0.71); Percent (0.19); Clear (0.09); 2 (0.01); Delete (0.00),0.02,0.78,0.09,0.05,"act: operation 0.97, target 0.69",[],click,5,app://Calculator,,,,,,False,wrong,,,right,"after 240 Multiply 1, 5 completes 15",right,240 x 1 entered; 5 completes 15,right
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.95,All Clear (0.95); 1 (0.04); Percent (0.01); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.06,0.11,"act: operation 0.98, target 0.95",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,task says clear first; All Clear is the first step,right,Task says clear first; All Clear at step 1,right
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,1,0.66,1 (0.68); All Clear (0.24); Percent (0.07); 2 (0.01); Delete (0.00),0.02,0.08,0.07,0.06,"act: operation 0.93, target 0.66",[],click,1,app://Calculator,,act,,,,False,right,,,right,"after clearing, 1 starts 15 (15 Percent x 240 also yields 36 using the percent key)",wrong,"Wrong order: after clearing the sequence starts with 2 of 240, not 1",disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,5,0.46,5 (0.48); Clear (0.34); 2 (0.07); Percent (0.05); 3 (0.02),0.01,0.11,0.09,0.07,"act: operation 0.94, target 0.46",[],click,5,app://Calculator,,"System 2 click [9] (Have 15 on display, pressing Percent to get 0.15 before mult)",,,,False,right,,,right,5 completes 15,wrong,Continues the wrong-order sequence (15 before 240) instead of clearing,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,4,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.95,Percent,0.44,Percent (0.46); Clear (0.20); 2 (0.18); Multiply (0.13); 0 (0.01),0.02,0.11,0.1,0.05,"System 2 click [9] (Have 15 on display, pressing Percent to get 0.15 before mult)",[],click,Percent,app://Calculator,,retry_alternate,,,,False,unknown,,,right,"15 Percent gives 0.15, a valid percent-key route to 15 percent of 240",wrong,Continues the wrong-order sequence (15 Percent before 240),disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.84,Multiply,0.4,2 (0.42); Multiply (0.29); Clear (0.24); Equals (0.03); Percent (0.01),0.03,0.12,0.12,0.05,retry_alternate: retry_alternate: target confidence 0.40 < 0.45; alternate 20 p=0.29 within 0.15 of chosen p=0.42,[],click,Multiply,app://Calculator,,act,,,,False,right,,,right,"0.15 then Multiply, next enter 240",wrong,Continues the wrong-order sequence (15 % x) instead of recovering,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,6,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,2,0.82,2 (0.83); Clear (0.10); Equals (0.04); 0 (0.01); 3 (0.01),0.03,0.11,0.11,0.04,"act: operation 0.94, target 0.82",[],click,2,app://Calculator,,retry_alternate,,,,False,right,,,right,0.15 x pending; 2 starts 240,wrong,Continues the wrong-order sequence (15 % x 2),disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,7,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,Clear,0.18,3 (0.21); Clear (0.20); 4 (0.19); Equals (0.14); 0 (0.13),0.02,0.13,0.13,0.05,retry_alternate: retry_alternate: target confidence 0.18 < 0.45; alternate 8 p=0.20 within 0.15 of chosen p=0.21,[],click,Clear,app://Calculator,,System 2 click [38] (Continuing 15%× entry by typing 240 to complete calculation),,,,False,right,,,wrong,Clear erases the correct first digit 2 of 240,right,Clear after a wrong-order sequence is a reasonable recovery,disagree
