run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,12,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.94,1,0.57,1 (0.60); Percent (0.18); 5 (0.08); Multiply (0.07); Clear (0.05),0.03,0.51,0.1,0.06,"act: operation 0.94, target 0.57","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,13,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.88,5,0.61,5 (0.63); Percent (0.16); Multiply (0.14); Clear (0.06); Equals (0.01),0.02,0.63,0.11,0.07,"act: operation 0.88, target 0.61","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,14,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.92,Percent,0.74,Percent (0.76); Multiply (0.14); Clear (0.07); Equals (0.03); 4 (0.00),0.02,0.5,0.11,0.07,"act: operation 0.92, target 0.74","[{""name"": ""click"", ""params"": {""index"": 3, ""label"": ""Percent""}}]",click,Percent,app://Calculator,,"System 2 click [2] (Display shows 24,015% instead of 36, need to clear and resta)",,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,15,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.54,Equals,0.56,Equals (0.58); Clear (0.28); Percent (0.11); Multiply (0.02); Delete (0.01),0.02,0.2,0.31,0.08,"System 2 click [2] (Display shows 24,015% instead of 36, need to clear and resta)","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""Clear""}}]",click,Clear,app://Calculator,,act,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,16,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.85,All Clear,0.61,All Clear (0.64); 2 (0.28); Equals (0.04); Multiply (0.02); Percent (0.01),0.03,0.84,0.12,0.08,"act: operation 0.85, target 0.61","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,17,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.93,2,0.9,2 (0.92); All Clear (0.06); Percent (0.01); 1 (0.01); 4 (0.00),0.02,0.82,0.08,0.08,"act: operation 0.93, target 0.9","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,retry_alternate,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,18,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.92,4,0.35,Clear (0.39); 4 (0.25); 2 (0.12); 3 (0.10); 0 (0.09),0.01,0.79,0.09,0.07,retry_alternate: retry_alternate: target confidence 0.35 < 0.45; alternate 9 p=0.25 within 0.15 of chosen p=0.39,"[{""name"": ""click"", ""params"": {""index"": 9, ""label"": ""4""}}]",click,4,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,19,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.94,0,0.51,0 (0.53); Clear (0.35); Multiply (0.06); Percent (0.02); 4 (0.01),0.02,0.76,0.11,0.08,"act: operation 0.94, target 0.51","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,System 2 click [8] (Display shows 240 entered; pressing Multiply to continue 240),,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,20,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.95,Multiply,0.44,Multiply (0.48); 1 (0.26); Clear (0.12); Percent (0.11); 5 (0.02),0.02,0.68,0.09,0.07,System 2 click [8] (Display shows 240 entered; pressing Multiply to continue 240),"[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,21,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.97,1,0.78,1 (0.80); Percent (0.07); 5 (0.06); Clear (0.03); 2 (0.02),0.02,0.52,0.08,0.06,"act: operation 0.97, target 0.78","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,22,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.94,5,0.87,5 (0.89); Clear (0.06); Percent (0.04); Equals (0.01); 4 (0.00),0.02,0.52,0.08,0.07,"act: operation 0.94, target 0.87","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,23,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.95,Percent,0.89,Percent (0.90); Clear (0.09); Equals (0.01); 4 (0.00); Multiply (0.00),0.02,0.66,0.09,0.07,"act: operation 0.95, target 0.89","[{""name"": ""click"", ""params"": {""index"": 3, ""label"": ""Percent""}}]",click,Percent,app://Calculator,,System 2 click [20] (Display shows 240×15% pending; pressing Equals to produce 36),,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,24,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.42,Equals,0.56,Equals (0.59); Clear (0.29); Percent (0.12); 4 (0.00); Multiply (0.00),0.05,0.12,0.4,0.07,System 2 click [20] (Display shows 240×15% pending; pressing Equals to produce 36),"[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-707b415c,calc-percent,dual,25,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,done,0.83,,,,0.82,0.1,0.42,0.08,"verification accept: complete p=0.87, max unmet p=0.15",[],done,,app://Calculator,,,accept,0.87,0.15,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.98,All Clear,0.95,All Clear (0.95); 1 (0.04); Percent (0.01); 4 (0.00); Multiply (0.00),0.02,0.04,0.06,0.07,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.92,1,0.67,1 (0.70); All Clear (0.19); 2 (0.06); Percent (0.05); 4 (0.00),0.02,0.07,0.08,0.07,"act: operation 0.92, target 0.67","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.89,5,0.54,5 (0.57); Clear (0.25); 2 (0.10); Percent (0.05); 1 (0.02),0.02,0.1,0.1,0.07,"act: operation 0.89, target 0.54","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,retry_alternate,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.93,2,0.31,Percent (0.35); 2 (0.26); Multiply (0.18); Clear (0.17); 4 (0.03),0.02,0.11,0.1,0.07,retry_alternate: retry_alternate: target confidence 0.31 < 0.45; alternate 14 p=0.26 within 0.15 of chosen p=0.35,"[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,Clear,0.53,Clear (0.56); Percent (0.19); 4 (0.11); Multiply (0.06); 0 (0.03),0.02,0.15,0.13,0.1,"act: operation 0.91, target 0.53","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""Clear""}}]",click,Clear,app://Calculator,,"System 2 click [14] (Display is cleared at 0, starting entry of 240×15% to get 36)",,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,6,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,All Clear,0.32,All Clear (0.36); 2 (0.31); 1 (0.14); Percent (0.12); 4 (0.02),0.02,0.79,0.1,0.07,"System 2 click [14] (Display is cleared at 0, starting entry of 240×15% to get 36)","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,"System 2 click [9] (Display shows 2, continuing entry of 240 before multiplying )",,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,7,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.88,4,0.4,4 (0.44); 2 (0.17); 0 (0.13); Percent (0.09); Clear (0.07),0.02,0.81,0.1,0.07,"System 2 click [9] (Display shows 2, continuing entry of 240 before multiplying )","[{""name"": ""click"", ""params"": {""index"": 9, ""label"": ""4""}}]",click,4,app://Calculator,,act,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,8,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.89,0,0.52,0 (0.55); Multiply (0.17); Clear (0.12); Percent (0.11); 4 (0.02),0.02,0.66,0.1,0.07,"act: operation 0.89, target 0.52","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,9,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.95,Multiply,0.66,Multiply (0.68); Percent (0.12); Clear (0.08); 1 (0.07); 5 (0.03),0.03,0.63,0.1,0.07,"act: operation 0.95, target 0.66","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,10,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.96,1,0.45,1 (0.49); Percent (0.37); 5 (0.08); Clear (0.03); Equals (0.02),0.02,0.36,0.09,0.06,"act: operation 0.96, target 0.45","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,11,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.95,5,0.8,5 (0.82); Percent (0.12); Clear (0.03); Equals (0.02); 4 (0.00),0.02,0.43,0.1,0.06,"act: operation 0.95, target 0.8","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,12,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.95,Percent,0.92,Percent (0.93); Clear (0.06); Equals (0.01); 4 (0.00); Multiply (0.00),0.02,0.55,0.1,0.06,"act: operation 0.95, target 0.92","[{""name"": ""click"", ""params"": {""index"": 3, ""label"": ""Percent""}}]",click,Percent,app://Calculator,,System 2 click [20] (Pressing Equals to complete 240×15% and show 36),,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,13,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.27,Equals,0.49,Equals (0.53); Clear (0.37); Percent (0.10); 4 (0.00); Multiply (0.00),0.05,0.11,0.4,0.07,System 2 click [20] (Pressing Equals to complete 240×15% and show 36),"[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-7ee994b5,calc-percent,dual,14,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,done,0.91,,,,0.82,0.11,0.41,0.09,"verification accept: complete p=0.93, max unmet p=0.05",[],done,,app://Calculator,,,accept,0.93,0.05,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.98,All Clear,0.94,All Clear (0.95); 1 (0.04); Percent (0.01); 4 (0.00); Multiply (0.00),0.02,0.04,0.06,0.07,"act: operation 0.98, target 0.94","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,1,0.7,1 (0.71); All Clear (0.16); Percent (0.06); 2 (0.05); Equals (0.01),0.02,0.07,0.07,0.06,"act: operation 0.91, target 0.7","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.9,5,0.52,5 (0.55); Clear (0.28); 2 (0.09); Percent (0.05); 1 (0.02),0.02,0.1,0.09,0.07,"act: operation 0.90, target 0.52","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,retry_alternate,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.92,Percent,0.36,2 (0.40); Percent (0.31); Clear (0.17); Multiply (0.11); 4 (0.01),0.02,0.11,0.09,0.06,retry_alternate: retry_alternate: target confidence 0.36 < 0.45; alternate 3 p=0.31 within 0.15 of chosen p=0.40,"[{""name"": ""click"", ""params"": {""index"": 3, ""label"": ""Percent""}}]",click,Percent,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.82,2,0.59,2 (0.62); Multiply (0.20); Clear (0.10); Percent (0.04); Equals (0.03),0.02,0.11,0.13,0.07,"act: operation 0.82, target 0.59","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,"System 2 click [2] (Display shows incorrect partial entry 15%2, so clearing befo)",,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,6,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.84,4,0.4,4 (0.43); 0 (0.19); Equals (0.16); Clear (0.09); 2 (0.06),0.02,0.12,0.15,0.07,"System 2 click [2] (Display shows incorrect partial entry 15%2, so clearing befo)","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""Clear""}}]",click,Clear,app://Calculator,,System 2 click [2] (Clearing display with All Clear before entering 15% of 240),,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,7,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.85,All Clear,0.39,All Clear (0.43); 2 (0.35); Multiply (0.08); Equals (0.06); 4 (0.04),0.02,0.73,0.11,0.08,System 2 click [2] (Clearing display with All Clear before entering 15% of 240),"[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,"System 2 click [14] (Display is cleared to 0, now entering 240 × 15% sequence sta)",,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,8,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.9,1,0.65,1 (0.67); All Clear (0.24); Percent (0.03); Equals (0.02); 2 (0.02),0.02,0.92,0.1,0.07,"System 2 click [14] (Display is cleared to 0, now entering 240 × 15% sequence sta)","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,retry_alternate,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,9,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.9,4,0.34,2 (0.37); 4 (0.34); 0 (0.07); 1 (0.06); Clear (0.05),0.02,0.84,0.09,0.07,retry_alternate: retry_alternate: target confidence 0.34 < 0.45; alternate 9 p=0.34 within 0.15 of chosen p=0.37,"[{""name"": ""click"", ""params"": {""index"": 9, ""label"": ""4""}}]",click,4,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,10,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,0,0.51,0 (0.54); Multiply (0.11); Percent (0.10); 1 (0.09); Clear (0.07),0.02,0.72,0.12,0.06,"act: operation 0.91, target 0.51","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,retry_alternate,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,11,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.88,Multiply,0.33,1 (0.37); Multiply (0.30); Percent (0.20); Equals (0.06); 5 (0.04),0.03,0.66,0.13,0.06,retry_alternate: retry_alternate: target confidence 0.33 < 0.45; alternate 8 p=0.30 within 0.15 of chosen p=0.37,"[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,12,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.93,1,0.75,1 (0.77); Percent (0.12); 5 (0.06); Equals (0.02); Clear (0.02),0.02,0.62,0.09,0.05,"act: operation 0.93, target 0.75","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,13,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.95,5,0.83,5 (0.84); Percent (0.12); Clear (0.02); Equals (0.01); 1 (0.01),0.02,0.6,0.09,0.06,"act: operation 0.95, target 0.83","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,14,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.96,Percent,0.95,Percent (0.95); Clear (0.03); Equals (0.02); 4 (0.00); Multiply (0.00),0.02,0.6,0.09,0.06,"act: operation 0.96, target 0.95","[{""name"": ""click"", ""params"": {""index"": 3, ""label"": ""Percent""}}]",click,Percent,app://Calculator,,"System 2 click [20] (Expression 240×15% is entered, pressing Equals to compute re)",,,,True,right,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,15,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.43,Equals,0.55,Equals (0.58); Clear (0.31); Percent (0.10); 3 (0.01); 4 (0.00),0.05,0.1,0.43,0.06,"System 2 click [20] (Expression 240×15% is entered, pressing Equals to compute re)","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,unknown,,
q10b-native-dev-20260924,calc-percent-dual-92e983cb,calc-percent,dual,16,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,done,0.93,,,,0.84,0.1,0.48,0.09,"verification accept: complete p=0.94, max unmet p=0.04",[],done,,app://Calculator,,,accept,0.94,0.04,True,right,,
q10b-native-dev-20260924,calc-percent-s1_only-4d9f6a4a,calc-percent,s1_only,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.98,All Clear,0.94,All Clear (0.94); 1 (0.05); Percent (0.01); 4 (0.00); Multiply (0.00),0.02,0.04,0.06,0.07,"act: operation 0.98, target 0.94","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-4d9f6a4a,calc-percent,s1_only,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,1,0.71,1 (0.73); All Clear (0.16); Percent (0.06); 2 (0.03); Equals (0.01),0.02,0.07,0.07,0.06,"act: operation 0.91, target 0.71","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-4d9f6a4a,calc-percent,s1_only,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,5,0.55,5 (0.57); Clear (0.27); Percent (0.07); 2 (0.07); 1 (0.01),0.02,0.1,0.09,0.07,"act: operation 0.91, target 0.55","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,retry_alternate,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-4d9f6a4a,calc-percent,s1_only,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,Percent,0.31,2 (0.35); Percent (0.24); Multiply (0.21); Clear (0.17); 4 (0.02),0.02,0.1,0.1,0.08,retry_alternate: retry_alternate: target confidence 0.31 < 0.45; alternate 3 p=0.24 within 0.15 of chosen p=0.35,"[{""name"": ""click"", ""params"": {""index"": 3, ""label"": ""Percent""}}]",click,Percent,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-4d9f6a4a,calc-percent,s1_only,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.87,2,0.61,2 (0.64); Multiply (0.22); Clear (0.06); Equals (0.04); Percent (0.03),0.02,0.1,0.12,0.06,"act: operation 0.87, target 0.61","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,target_confidence,,,,False,wrong,,
q10b-native-dev-20260924,calc-percent-s1_only-4d9f6a4a,calc-percent,s1_only,6,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.83,4,0.44,4 (0.47); Clear (0.17); Equals (0.13); 0 (0.10); 2 (0.04),0.02,0.12,0.15,0.07,target_confidence: target confidence 0.44 < 0.45,[],,,app://Calculator,,,,,,False,wrong,,
q10b-native-dev-20260924,calc-percent-s1_only-79705101,calc-percent,s1_only,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.98,All Clear,0.94,All Clear (0.95); 1 (0.04); Percent (0.01); 4 (0.00); Multiply (0.00),0.02,0.04,0.06,0.09,"act: operation 0.98, target 0.94","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-79705101,calc-percent,s1_only,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.93,1,0.8,1 (0.81); All Clear (0.12); Percent (0.04); 2 (0.02); 4 (0.00),0.02,0.07,0.07,0.07,"act: operation 0.93, target 0.8","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-79705101,calc-percent,s1_only,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,5,0.49,5 (0.52); Clear (0.26); 2 (0.13); Percent (0.07); 1 (0.02),0.02,0.09,0.1,0.06,"act: operation 0.91, target 0.49","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,target_confidence,,,,False,wrong,,
q10b-native-dev-20260924,calc-percent-s1_only-79705101,calc-percent,s1_only,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.93,Percent,0.36,Percent (0.40); 2 (0.23); Multiply (0.17); Clear (0.17); 4 (0.02),0.02,0.1,0.1,0.08,target_confidence: target confidence 0.36 < 0.45,[],,,app://Calculator,,,,,,False,wrong,,
q10b-native-dev-20260924,calc-percent-s1_only-8ce43e1a,calc-percent,s1_only,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.98,All Clear,0.91,All Clear (0.92); 1 (0.07); Percent (0.01); 4 (0.00); Multiply (0.00),0.02,0.04,0.07,0.07,"act: operation 0.98, target 0.91","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-8ce43e1a,calc-percent,s1_only,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.91,1,0.72,1 (0.74); All Clear (0.14); 2 (0.08); Percent (0.04); 4 (0.00),0.03,0.07,0.08,0.07,"act: operation 0.91, target 0.72","[{""name"": ""click"", ""params"": {""index"": 13, ""label"": ""1""}}]",click,1,app://Calculator,,act,,,,False,right,,
